plate,review_reason_code,customer_meaning,reviewer_comments,status
6FTDEEP,2.0,6 FEET DEEP. REFERS TO THE DEPTH OF BURIAL.,6 FEET DEEP,N
612HOME,2.0,DADS NUMBER,612 = AREA CODE?,N
88JNR,2.0,FAVORITE NUMBERS AND INITIALS,88 = HATE NUMBER,N
FLS BK,2.0,FLASH BACK,BK = BLOOD KILLER,Y
HH WR,2.0,HIGH HURDLES WORLD RECORD,"""HH"" CAN MEAN HEIL HITLER",N
USM 88,2.0,UNITED STATES MARINE 1988,88 = HATE NUMBER,N
#HHND ME,1.0,AND ME,HAND ME? COULD HAVE SEXUAL CONNOTATION,N
DCK$FAN,1.0,OREGON DUCKS FAN (FOOTBALL TEAM),"""DCK"" COULD BE TAKEN AS DICK",N
IK$ O88,2.0,DAUGHTERS NAME INITIAL AND DADS LUCKY NUMBERS,88 = HATE NUMBER,N
88 STIX,2.0,88 PIANO KEYS AND DRUM STICKS,88 = HATE NUMBER,N
BLUE 24O,2.0,,BLUE = GANG COLOR,Y
JOY PINK,2.0,MY NAME IS JOY AND I LOVE THE COLOR PINK.,PULLED FOR PINK,Y
YLD ASS,3.0,WILD ASS/DONKEY /ZEBRA..ITS FOR MY BRONCO WITH ZEBRA STRIPES :),PULLED FOR ASS,N
PSNBOOT,2.0,PUSS IN BOOTS CHARACTER FROM THE MOVIE SERIES SHREK,"PUSS IN BOOTS, PULLED FOR PUSS COULD HAVE SEXUAL CONNOTATION",N
AK 88,2.0,INITIALS AND YEAR OF BIRTH,88 HITLER REFERENCE AK GUN,N
AMAYA 18,2.0,,18 HITLER REFERENCE,N
CHGR 88,2.0,MODEL OF CAR AND BIRTHDAY YEAR,88 HITLER REFERENCE,N
C322350,6.0,FAST SPEED,LOOK A LIKE,N
DIXIT,1.0,MY LAST NAME IS DIXIT,DICKS IT DIXIT IS CUSTOMER LAST NAME,Y
DJ GATO,1.0,DJ NAME,DJ CAT,Y
DO63FO,6.0,,LOOK A LIKE,N
EFN BRAD,3.0,"EFFIN BRAD: WHAT ALL LOVED ONES HAVE SAID BEFORE. AT 30, I THINK IT WOULD BE FUN TO HAVE IT ON A PLATE AS A BIRTHDAY GIFT TO MYSELF. THANK YOU FOR YOUR CONSIDERATION.",FUCKING BRAD,N
ETMGONZ,2.0,SONS NAME,EATEM GONZ,N
E3OO328,6.0,,LOOK A LIKE,N
FADUMOG,3.0,,FUCK A DUM OG,N
F14 GT5O,2.0,F STANDS FOR FORD AND 14 IS THE MODEL YEAR. GT IS THE CAR MODEL AND 50 IS THE ENGINE SIZE WHICH IS 5.0 LITER.,14 GANG REFERENCE,N
GON NUTZ,1.0,,NUTS,Y
GROV TRK,1.0,,GROOVE COULD BE A SEXUAL REFERENCE,Y
GUNRJIM,2.0,MY DAD WAS A GUNNER IN THE NAVY AND HIS NAME WAS JIM. THIS IS TO HONOR MY DAD.,GUNNER,N
HUM,1.0,,HUM SEXUAL REFERENCE,N
INFDL 68,2.0,I N FOR DUH LOVE 68,INFEDEL,N
I8AMINI,2.0,I ATE A MINI,I ATE A MINI,N
KCKROCS,2.0,PHRASE MEANING GET OUT OF HERE,KICK ROCKS,Y
LICMYC7,1.0,JUST A FUNNY LICENSE PLATE,LICK MY C7,N
LOSTACO,1.0,"THE TACO, I OWN A TOYOTA TACOMA TRUCK TACO IS SHORT FOR TACOMA",TACO,N
MALHII,1.0,LAST NAME,LOOKS LIKE MILE HIGH,Y
MCBUNN,1.0,OUR LAST NAMES COMBINED,BUN AS IN BUTT,Y
MVEVRNP,2.0,WIVES NICKNAME,MOVE OVER AND PEE,N
MXCO8TL,2.0,"MIXCOATL, AN AZTEC NAME",MIXED COCKTAIL,Y
NAZ14,2.0,,14 GANG REFERENCE,N
NJN WELS,2.0,,INDIAN WELLS,N
NINGNSX,2.0,"NICK NAME ""NING"" CAR MAKE ""NSX""",CAN NOT TRANSLATE LOOKS LIKE SEX,Y
OG 35,2.0,OG STANDS FOR OMARI GRAY (MY NAME). 35 STANDS FOR THE MAKE OF THE CAR (G35),ORIGINAL GANGSTER,N
PHAT BSS,3.0,,PHAT ASS,N
RMRZ 714,2.0,RMRZ IS AN ABBREVIATION FOR RAMIREZ WICH IS A LAST NAME AND 714 MY AREA CODE,714 AREA CODE,N
SNPDCSN,2.0,SNAP DECISION,SNAPPED SEASON SNAPPED SHOPW ABOUT KILLING EXS,Y
SXGNSND,2.0,"IT IS FROM THE LRYRICS OF THE SONG ""BAD COMPANY"" BY THE BAND BAD COMPANY. IS ONE OF MY FAVERITE SONGS.",CAN NOT TRANSLATE LOOKS LIKE SEX,N
SX4 MOM,2.0,4 KIDS WITH NAMES THAT START WITH S,SEX FOR MOM,N
SYD BACH,2.0,,SIDE BITCH PLAY ON WORDS,N
1010I0,6.0,"THIS IS BINARY FOR 42, A REFERENCE TO DOUGLAS ADAM'S ""HITCHHIKER'S GUIDE TO THE GALAXY""",LOOK A LIKE,N
11300M1,6.0,NO MEANING AT ALL . SAME AS OLD LICENSE PLATES,LOOK A LIKE,N
12 BANGR,1.0,12 CYLINDER ENGINE,12 CYLYNDAR BUT CAN BE A SEXUAL REFERENCE OR A GUN REFERENCE,N
2006 SS,6.0,2006 SUPER SPORT,LOOK  A LIKE,N
34NHL88,2.0,NATIONAL HOCKEY LEAGUE AND PLAYER NUMBERS,88 HITLER REFERENCE,N
8ERB8,2.0,OWNER'S LAST NAME AND FAVORITE NUMBERS,88 HITLER REFERENCE,N
831 LIVN,2.0,MY WHOLE LIFE BEEN LIVING IN THE SAME TOWN WITH THIS AREA CODE,AREA CODE,N
88GIG88,2.0,,88 HITLER REFERENCE,N
FEOS 16,2.0,,FEO UGLY,Y
62792,6.0,,LOOK A LIKE,N
PAST GAS,2.0,PRIUS PLUG IN VEHICLE USES ELECTRICITY INSTEAD OF GAS. THIS CAR AND TECHNOLOGY IS PAST GAS.,PASSED GAS,Y
O1TIME,2.0,YOU ONLY HAVE TO LOOK AT IT ONE TIME!,LOOK A LIKE,N
BLU MOBL,2.0,BLUE HHR CAR,BLUE,Y
EFFFGAS,3.0,REPRESENTATIVE OF MY PASSION FOR ELECTRIC VEHICLES,FUCK GAS,N
FGTMZGR,2.0,FORGOT MEZGER (OLD PORSCHE MOTOR),CAN NOT TRANSLATE LOK SDEROGATORY,N
SPAGS 14,2.0,,14 GANG REFERENCE,N
SXY KITY,1.0,NICKNAME,SEXY KITTY,N
TEA BAGR,1.0,"PREVIOUSLY WORKED WITH A FRIEND MAKING TEA BAGS, MY NICK NAME AND POSITION WAS ""TEA BAGGER""",TEA BAGGER,N
8URV8,2.0,,88 HITLER REFERENCE,N
ASHISH G,2.0,,G AS IN GANGSTER,N
2FUBECA,3.0,SLACKER IN PORTUGUESE,TO FUCK YOU BECKA,N
ACMETNT,2.0,HAVE A COYOTE ENGINE IN A MUSTANG AND WILIE COYOTE FROM LOONEY TOONES IS WHAT THE ACME TNT COMES FROM,TNT AS IN BOMB,Y
AI KAE 2,3.0,TRE 2,EAT SHIT TOO,N
AQ72O15,6.0,,LOOKS SIMILAR TO A TIN NUMBER .. WITH THE Q SUBSTITUTED AS AN O,N
A31OLIF,2.0,A LOS ANGELES LIFE,310 AREA CODE,N
BAB1818,2.0,FIRST LIC PLATE 1969,18 HITLER REFERENCE,N
BANGN63,2.0,,BANGIN COULD MEAN REALLY NICE OR COULD BE A GANG REFERENCE,N
BLKNAST,2.0,THI PLATE WILL MATCH MY BLACK TRUCK & DO A LOT OF 4 WHEELING AND DRIVING IN THE MUD . MY BLACK TRUCK IS ALWAYS DIRTY AND NASTY,BLACK NASTY,N
BNEKING,1.0,MY NAME IS BENNY AND I AM A KING,BONE KING,N
B916RD,2.0,OUR ANNIVERSARY DATE AND OUR NAME INITIAL,916 AREA CODE,N
COQUI69,1.0,,FROGGY STYLE 69 COQUI MEANS FROG PLUS THE 69,N
ESIDE48,2.0,"STYLE SIDE 48 IN SPANISH ,E IS FOR ESTILLO WHICH MEANS STYLE.",EAST SIDE,N
F AMARO,3.0,,CUSTOMER FIRST NAME STARTS WITH AN S LAST NAME AMARO BUT LOOKSLIKE FUCK AMARO,N
FST BALZ,1.0,FAST BALLS. A PITCH IN BASEBALL.,FAST BALLS,N
G CARDNI,2.0,FAMILY NAME,G AS IN GANGSTER,N
G TBSS3,2.0,GERARDO TRAILBLAZER SS3,G AS IN GANGSTER,N
GTFBOX4,1.0,,BOX,N
G WAGYN,2.0,,G AS IN GANGSTER,N
HEFFER1,2.0,I LOVE COWS.,HEFFER,N
HI OFISR,5.0,,HI OFFICER,Y
LDY TANK,1.0,,LADY TANK,Y
LFTD BRZ,2.0,LIFTED BRZ,LIFTED BRAS,Y
LF 2UWET,1.0,NAME OF MY VILLAGE,WET SEXUAL REFERENCE,N
LOCAL 18,2.0,ELEVATOR UNION,18 HITLER REFERENCE,N
MAGFEED,2.0,,GUN MAGAZINE,N
MGIT SUV,2.0,"MIDGIT SUV, OR VERY SMALL SUV",MIDGET SUV,N
MONEY69,1.0,MY BIRTH YEAR,MONEY 69 SEXUAL REFERENCE,N
NINI 14,2.0,NICKNAME AND FAVORITE NUMBER,14 GANG REFERENCE,N
OG CRX,2.0,ORIGINAL CRX,OG ORIGINAL GANGSTER,N
OGMNSTR,2.0,ORANGE MONSTER (CAR IS ORANGE),OG ORIGINAL GANGSTER,N
PISTMPR,2.0,MOPAR ENGINE IN MY CAR,PISSED,N
PLYN 18,2.0,I'M AN AVID GOLFER. IT MEANS PLAYING 18 HOLES OF GOLF,18 HITLER REFERENCE,N
POOHAHAH,2.0,,POO,N
PSIKITY,1.0,POUNDS PER SQUARE INCH KITTEN,LOOKS LIKE PUSSY KITTY,N
PUL N GZ,2.0,AVIATION TERM,COULD B G  AS IN GANGSTER OR COULD BE G AS IN G FORCE,Y
P VIDA,2.0,"PURA VIDA"" PURE LIFE FROM COSTA RICA",P FOR LIFE COULD BE A GANG REFERENCE,Y
SENA KOK,1.0,MY GIRLFRIEND'S FIRST AND LAST NAME,SEEN A COCK AS IN PENIS,N
TRDTCO,1.0,"IT GOING ON A ""TRD"" TACOMA",TACO,N
TROUT BM,2.0,TROUT BUM,TROUT AS IN FISH,Y
WY M88,2.0,,88 HITLER REFERENCE,N
YRU FAT,2.0,WY ARE YOU FAT,WHY ARE YOU FAT,N
1KILR5O,2.0,ONE NICE LOOKING MUSTANG,1 KILLER 50 AS IN MUSTANG OR COP,N
1PAPAG,2.0,I'M NUMBER ONE PAPA G TO MY GRANDCHILDREN. G STANS FOR GARY,G AS IN GANGSTER,N
14CBW12,2.0,INITAILS AND ANNIVERSARY DATE,14 GANG REFERENCE,N
213 RAMZ,2.0,LOS ANGELES RAMS,213 AREA CODE,Y
54 NEGRA,2.0,,NEGRA BLACK,N
M#UTFL 1,2.0,,MOUTHFUL,N
GUN$ERR,2.0,WE OWN SMOKE WAGONS GUN SHOP IN RANCHO CUCAMONGA CA,GUN LOVER,N
EXEQTR,2.0,A PERSON WHO PRODUCES SOMETHING OR PUTS SOMETHING INTO EFFECT.,EXECUTER,N
GODEAP,1.0,,GO DEEP,N
BCHTGR 2,2.0,,BITCH BEACH NOT SURE,N
BFTUUNA,1.0,,TUNA,N
BLUE HI,2.0,,BLUE,N
BLU JUSC,2.0,BLUE JUICE. I CALL MY CAR BLUEBERRY. :),BLUE,Y
CWL 18,2.0,COASTAL WEST LIMOUSINE,18 HITLER REFERENCE,Y
E621O72,6.0,DATE OF BIRTH OF MY KIDS,TIN NUMBER,N
JES 18,2.0,LUCKY,18 HITLER REFERENCE,N
JUICRED,2.0,NICKNAME,RED,N
PCKRNUT,1.0,I'M NUTS ABOUT THE GREEN BAY PACKERS FOOTBALL TEAM.,PACKER NUT,N
1002AP,6.0,,LOOK A LIKE,N
GG14,2.0,,14 GANG REFERENCE,N
BTHCHNG,3.0,BE THE CHANGE - EVERYONES RESPONSIBILITY TO MAKE A BETTER COMMUNITY/WORLD,LOOKS LIKE BITCHING,N
ARS VITA,1.0,ART LIFE,MEANS 'THE ART OF LIFE' IN LATIN BUT PULLED BECAUSE 'ARSE' MEANS ASS (BRITISH USAGE),Y
ASTIG/AJ,2.0,no meaning on reg 17,GOOGLE TRANSLATE SAYS ASTIG=THUG IN FILIPINO. CUSTOMER'S ORIGINAL REQUEST SHOWS ASTIG/AJ EVEN THOUGH IT WASN’T ORDERED WITH A HALF SPACE,N
BAYSBLU,2.0,NAME AND CAR COLOR,"BLUE=GANG COLOR, NOT HIS ACTUAL NAME..",Y
BIMB,3.0,OWNER'S LAST NAME,LOOKS LIKE 'PIMP' BUT IT IS HIS LAST NAME (also Bitch I Might Be on Urban Dictionary),Y
CHOPNWD,1.0,"MEANS ""CHOPPING WOOD"", OR WORKING HARD & STAYING FOCUSED ON THE TASK AT HAND.",CHOOPING WOOD=slang for masturbate or hand job,Y
DAMNATN,3.0,DAMNATION IS A NAME OF MY FAVORTIVE BEVERAGE,DAMNATION,N
EG SIXXX,1.0,not on quickweb yet,xxx=porn,N
EH YO  B,2.0,HEY BRO,HEY BITCH,N
FKNBDAZ,3.0,FRANKLIN MOTORS IN BULLHEAD ARIZONA. ITS WHERE I'M FROM AND WHERE MY CAR WAS BUILT. I AM REPRESENTING THEM OUT IN HERE IN CALIFORNIA,FUCKING BADASS,N
FMCAT22,1.0,not on quickweb yet,has a 1994 Mercury…? Pulled for cat=pussy,Y
GIRTHY 6,1.0,WIDE BACK SIDE OF CAR- CAR NUMBER 6,GIRTHY 6=PENIS SIZE,N
GOOLY 1,1.0,not on quickweb yet,"goolies=TESTICLES (GOOLIES is unacceptable, GOOLY is out there, in that case it is customer last name but not this one)",N
HH415SN,2.0,no meaning on reg 17,"HH=HEIL HITLER, 415=AREA CODE FOR SF,CA",N
HOPE18,2.0,no meaning on reg 17,18=HATE SYMBOL,N
ISOFTN U,2.0,I WORK IN THE SOFT WATER INDUSTRY. HOME WATER TREATMENT.,"I SOFTEN ""YOU""",N
IXRXOXC,1.0,CHEVY CAMARO IROC-Z,"xxx=porn, SEPARATED BY THE LETTERS IN IROC",N
KAAKA,3.0,MEANS BABY IN PUNJABI,shit,N
KBJ,1.0,NAME,"KERRY BAKER JR, IS THE JR REALLY PART OF THE INITIALS? PULLED FOR BJ=BLOW JOB",Y
KEWL 5O,5.0,COOL 50,"NO FORD MUSTANG ON ANI, 50=POLICE",N
KLLR VET,2.0,KILLER CORVETTE,KILLER,N
KOL 5RA,3.0,"K+O FIRST LETTERS OF MY NAME AND MY BROTHERS. L IS FOR LOVE, 5 NUMBER OF FAMILY MEMBERS. R+A LAST 2 LETTERS OF MY SISTER'S NAME",MEANS EAT SHIT (FOUND ON GOOGLE),N
LA PICA,3.0,nickname,"pica means ""cunt"" in Czech",N
LAYLOW G,2.0,LOW DRIVEN CAR,"LAY LOW G, G=GANGSTER",N
LURKN5O,5.0,LURKING 5 OHH,"has a Ford CP but pulled because he said lurking 5 ohh, not 5 point oh. Police reference?",N
L8E3O1N,2.0,LAST NAME,"AREA CODE (831, IN BETWEEN THE LETTER OF HIS LAST NAME) FOR WATSONVILLE, CA",N
MADD8O5,2.0,I LIVE IN THE 805 AREA CODE,805 AREA CODE (GOLETA),N
MAGA1,3.0,"GREEK WORD FOR TOUGH, STREETWISE, STRONG-HEARTED YOUTH","maga=tough, streetwize or smart ass in Greek. Depending on where you look",Y
MOSH666,4.0,nickname,666,Y
MY BALLZ,1.0,A QUICK CAR,testicles,N
M4 HUNTR,2.0,BMW M4 OWNER,"HAS A BMW, PULLED FOR 'HUNTER'",N
NKMT 13,2.0,"MOTHERS INITIAL, MY INITIAL, SISTERS INITIALS, LUCKY NUMBER",13=gang number. No 2013 car,N
NOJO3A5,3.0,"IT'S A HISPANIC EXPRESSION FOR ""DON'T WORRY """,no jodas=fuck off,N
OMG S14,2.0,FIRST CAR,"14=hate symbol, cant find him on ani to check for a 2014 car",Y
POPO CC,5.0,CHILDREN'S NAMES,popo=police,N
RBS CUDA,1.0,R=REAL. BS IS THE VIN FOR CUDA. CUDA IS THE CAR,RBS=random boner syndrome… BS isnt part of the vin but he has a 1970 Dodge,N
RKBA,2.0,ABBREVIATED NAME,"RIGHT TO KEEP AND BEAR ARMS, HE ALSO ORDERED ""R2KBA"" IN #186B(meaning 'second amendment'. RKBA203 is out, Legacy from last year. I didn’t find any other similar",N
SJ HAOLE,2.0,SJ IS FOR SAN JOSE AND HAOLE IT IS HAWAIIAN  FOR WHITE BOY,"Sometimes disparaging (among Polynesian Hawaiians) a term used to refer to a non-Polynesian, especially a white person. Dictionary.com",N
SMASHIT,1.0,MY COMPANY NAME IS : SMASH-IT SERVICES,COULD HAVE SEXUAL CONNOTATIONS. GOOGLE SEARCH SHOWED THAT IT APPEARS TO BE THE NAME OF CUSTOMER'S TRASH DISPOSAL SERVICE,N
SMITTYG,2.0,SMITH GILBERT,"G GANGSTER, SMITH GILBERT IS CUSTOMER LAST NAME",Y
SMRT AF,3.0,VERY SMART.,SMART AS FUCK,N
SOB 2888,3.0,SOBRIETY DATE,SOB=SON OF A BITCH,N
SWZ 5O,5.0,SWEETS CAMARO 50,"50, police",N
WUTNG44,2.0,FAV BAND,WU TANG 44… PULLED FOR 44 GUN REFERENCE,N
13KMW29,2.0,MY WIFE AND I'S INITIALS AND BIRTHDAYS.,"13=GANG NUMBER, NO 2013 CAR",N
1931OGS,2.0,OLD GRANDPA 1931,OG'S ORIGINAL GANGSTER'S,N
5I5OMOB,2.0,IT MEANS CRAZY MOB. I OWN THE WEBSITE 5150MOB.COM AND I AM CURRENTLY BUILDING AN ACTION CLOTHING LINE AROUND THIS NAME.,MOB=ORGANIZED CRIME OR MEMBER OF BLOODS. ALSO SUB I FOR 1 BECAUSE 515OMOB WITH A #1 IS ALREADY UNACCEPTABLE,N
5OMYGOD,4.0,5.0 MUSTANG,"(5.OH MY GOD!)HAS A 2016 FORD CP, OK?",N
8OOO8,1.0,"NO MEANING, JUST SYMMETRICAL AND EASY TO REMEMBER","BOOB, 8008 IS UNACCEPTABLE…",N
88K95K6,2.0,PERSONAL NUMBER,"88=HATE SYMBOL, NO 1988 CAR",N
MAMA2O9,2.0,no meaning on reg 17,209=stockton area code,N
SICOKLR,2.0,PET NAME,PSYCHO KILLER,N
STBKEJO,2.0,NICKNAME,STAB KEJO,N
8UTT53X,1.0,MOTORCYCLE CULTURE,BUTTSEX,N
YALA B#,3.0,SAYING BYE IN A HARRY,YALA MEANS HURRY IN ARABIC BUT B BY ITSELF COULD MEAN BITCH,N
PO$PIES,3.0,NICKNAME FROM MY GRANDMA,POOPIES,N
DORKKR,1.0,DOOR KICKER,"dork, number 2 definition on dictionary.com is penis",N
CYBER1,1.0,no meaning on reg 17,cyber can mean cyber sex,N
BLU MNK,2.0,MUSICAL SLANG - BLUE MONK,blue=gang color,N
DBSWTRJ,1.0,DARKER BERRY SWEETER JUICE,JUICE… SEXUAL CONNOTATIONS,N
DEBOCAT,1.0,DEBBIE LIKES CATS,"CAT=PUSSY, NO CAT CAR",N
EATS ICE,1.0,FASTER THAN AN INTERNAL COBUSTION ENGINE,EAT,N
ICEBIZZ,2.0,no meaning on reg 17,"ICE=TO KILL SOMEONE, HE'S IN THE BUSINESS OF KILLING PEOPLE. OR MAKING ICE.",N
KNF LYF,2.0,MOTHER AND FATHERS INITIALS,KNIFE LIFE,N
OJUICEO,1.0,car name,"JUICE… SEXUAL CONNOTATIONS, OJUICE WAS RECENTLY REJECTED",N
TUMON G,2.0,not on quickweb yet,"G=GANGSTER, NOT CUSTOMER NAME",N
TURNTAF,3.0,INSIDE JOKE BETWEEN MY FRIENDS.,TURNT AS FUCK,N
XMCMCLA,5.0,X BIG CITY MOTORCOP LOS ANGELES,COP,N
1TGOOCH,1.0,ITS MY NICKNAME,GOOCH=TAINT,N
KO HMMR,1.0,INITIALS AND MAKE OF BIKE,"HUMMER OR HAMMER, BOTH HAVE SEXUAL CONNOTATIONS",N
BEACHYA,3.0,BEACH YES,BITCH?,N
XXZLR88,2.0,EXHILARATES,"88=HATE SYMBOL, NO 88 CAR",N
AMGGANG,2.0,ME AND MY FRIENDS HAVE A MERCEDES AMG PACKAGE SO WE CALL IT THE AMG GANG,"GANG, HAS A MERCEDES",N
ABM13,2.0,MY DAUGHTER INITIALS AND DATE OF BIRTH,"13, GANG REFERENCE",N
AGENCYG,2.0,I RUN A COMPANY CALLED THE AGENCY AND MY LAST NAME STARTS WITH G,"G, GANG REFERENCE",N
ALBEEZY,3.0,"MY OWN NAME IN EBONICS ""ALBERTO""",BEEZY CAN BE ANOTHER WORD FOR BITCH,N
ALFAR69,1.0,ALFA IS THE MAKE R IS FOR ROMEO THE MAKE (ALFA ROMEO) 69 IS THE MODEL YEAR,"69, SEXUAL REFERENCE",N
ALFA969,1.0,ALFA IS THE MAKE (ALFA ROMEO) MODEL YEAR 1969,"69, SEXUAL REFERENCE",N
BAMM4O8,2.0,FAMILY,"4O8, AREA CODE",N
BDK5,3.0,BLACK DRAGON KENPO NUMBER 5,BDK CAN STAND FOR BLACK DICIPLE KILLERS,N
BIRDGNG,2.0,AZ CARDINALS FAN,LOOKS LIKE BIRD GANG,N
BLANK13,2.0,MY PERSONAL NAME,"13, GANG REFERENCE",N
BLUBUGG,2.0,THE VEHICLE IS A BLUE VW BEETLE. THE PLATE'S  MEANING REFERS TO THE COLOR & CAR TYPE.,"BLUE, GANG REFERENCE",Y
BLUBZ,2.0,NICKNAME,"BLUE, GANG REFERENCE, ALSO BZ CAN BE SHORT FOR BEEZY WHICH IS ANOTHER WORD FOR BITCH",N
BLUEJS,2.0,(TORONTO) BLUE JAYS,"BLUE, GANG REFERENCE",Y
BLUESIX,2.0,THE CAR ITS GOING ON IS A BLUE CAR.,"BLUE, GANG REFERENCE",Y
BLUGUSE,2.0,ITS BLUE AND MY UNCLE NAMED HER THE BLUE  GOOSE.HAD AN OLD POSTER OF GOOSE IN IT WHEN I GOT IT FROM HIM.,"BLUE, GANG REFERENCE",Y
BLUSUN,2.0,SONG,"BLUE, GANG REFERENCE",Y
BRKMOFO,3.0,BROKE MOFO,MOFO IS AN ACRONYM FOR MOTHER FUCKER,N
BROMADS,3.0,COMBINATION OF BROTHERS AND NOMADS,"A BROMAD IS A GUY THAT TRAVELS FROM COUNTRY TO  COUNTRY LOOKING FOR WOMEN TO HAVE CASUAL SEX WITH, SEXUAL REFERENCE",N
BUGOFZZ,3.0,BUG (BEETLE) OF ZZ,LOOKS LIKE BUG OFF WHICH CAN STAND FOR FUCK OFF,N
B1113,2.0,FIRST LETTER OF MY LAST NAME AND MY DAY  AND MONTH OF BIRTHDAY,"13, GANG REFERENCE",N
CAMILF3,3.0,CALIFORNIA MOM OF THREE KIDS,MILF IS AN ACRONYM THAT STANDS FOR MOTHER I'D LIKE TO FUCK,N
CATZGR8,1.0,CATHERINE THE GREAT,"CAT, SEXUAL REFERENCE",N
C8KSHOP,1.0,CAKE SHOP I AM A CAKE DECORATOR,"CAKE, SEXUAL REFERENCE",N
DFIVE13,2.0,IT'S MY WAY OF PAYING HOMAGE TO MY  RECENTLY DECEASED GRANDMOTHER WHO WE CALLED 5-13,"13, GANG REFERENCE",N
DNUTMNY,1.0,DONUT MONEY,"NUT, SEXUAL REFERENCE",N
DOPELAW,2.0,I AM FASCINATED BY THE COUNTRY OF PELAW. I ENCOURAGE TRAVEL THERE.,"DOPE, DRUG REFERENCE",N
DRFTPIG,5.0,POORLY HANDLING VEHICLE,"PIG, DEROGATORY TERM FOR A POLICE OFFICER",N
DUCHNTG,2.0,DUCK HUNTING,"HUNTING, WEAPON REFERENCE",N
DUCKHTR,2.0,DUCK HUNTER,"HUNTER, WEAPONG REFERENCE",Y
DUKHNNT,2.0,NOSTALGIA FROM NINTENDO NES GAME DUCK HUNT,"HUNT, WEAPONG REFERENCE",Y
D9TT,1.0,INITIAL LUKY NUMBER CAR BRAND,"TT, TITTIE IS ANOTHER WORD FOR A WOMANS BREASTS",N
EFCDAN,3.0,EF IS A CIVIC 1988 TO 91 AND IS A SEDAN 4 DOOR,EF COULD MEAN FUCK,N
FISTIT,1.0,FIESTA ST IT,SEXUAL REFERENCE,N
FKNMTL,3.0,FKN=FRAKKIN' MTL=METAL FROM THE TV SHOW BATTLESTAR GALACTICA. RELEVANT TO THE CAR AS THE CAR IS SILVER/LOOKS LIKE A CYLON.,FKN STANDS FOR FUCKING,N
FKRIDID,3.0,FRANKIE KING AND ROYAL IVEY ARE MY  FAVORITE BASKETBALL PLAYERS THAT MADE IT TO THE NBA.,"LOOKS LIKE FUCKER, I DID",N
FMYFRST,3.0,FAMILY FIRST,LOOKS LIKE FUCK MY FIRST,N
FNCLARK,3.0,FAMILY TRIBUTE,FN COULD STAND FOR FUCKING,N
FRKOFF,3.0,ANTI FRACKING SLOGAN,SIMILAR TO FUCK OFF,N
FUKITEZ,3.0,NICKNAME,SIMILAR TO FUCK IT,N
FUNBDDY,1.0,FUN BUDDIES. OUR KIDS ARE OFF TO COLLEGE  AND WE HAVE A TRUCK TO GO HAVE FUN,COULD BE TAKEN AS SEXUAL,N
GBACHO,2.0,NAME OF TRUCK,"SPANISH TERM MEANING WHITE MAN OR WOMAN, SIMILAR TO GRINGO, SOME COULD TAKE IT OFFENSIVLY",N
GETNLSR,3.0,GET IN THE CAR,"LOSER, SOME COULD FIND IT OFFENSIVE",N
GETUZUM,1.0,QUOTE,"GET YOU SOME, SEXUAL REFERENCE",N
GF13G13,2.0,MY BUSINESS INITIALS,"13, GANG REFERENCE",N
GOBULLY,2.0,GO BULL TERRIER DOG BREED,PROMOTING BULLYING WHICH MANY WOULD TAKE OFFENSIVE,N
GRANDE1,1.0,BIG ONE,COULD BE MAKING A REFERENCE TO A MALES PENIS SIZE,Y
GRIPPER,2.0,IS A SHOW CAR SO IT WILL SUIT IT'S MODIFICATIONS FOR THE NAME OF THE PLATES,"G, GANG REFERENCE",Y
GRNCAT,1.0,GREEN JAGUAR,"CAT, SEXUAL REFERENCE",Y
G85E626,2.0,"MY INITIALS, BIRTH YEAR, AND RANDOM NUMBERS","626, AREA CODE",N
HATENME,2.0,HATENME,"HATE, OFFENSIVE",N
HEFE65,4.0,BOSS 65,HEFE CAN MEAN BOSS BUT IT CAN ALSO MEAN QUEER,N
HOTRAMN,1.0,"INSTEAD OF HOT ROD,ITS HOT RAM SINCE THE VEHICLE IS A RAM TRUCK. HOT RAM ALONE WAS TAKEN SO CHOSE N AS SHORT FOR HOT RAMMING INSTEAD OF  HOT RODDING.","""HOT RAMMIN"" COULD BE TAKEN AS A SEXUAL REFEENCE",N
HPRV,3.0,IN THE MEMORY OF MY SON WHO PASSED AWAY.,PRV LOOKS LIKE PERV WHICH IS SHORT FOR PERVERT,Y
HUGEAF,3.0,"I'M 6'8 AND HAVE THE NICKNAME ""HUGE"". AF  STANDS FOR AIR FORCE. I HAVE CLOSE RELATIVES IN THAT BRANCH OF THE MILITARY AND MY FAMILY DOES THE  SAME THING WITH THEIR PLATES",AF IS AN ACRONYM THAT STANDS FOR AS FUCK,N
H8SDIRT,2.0,HATES DIRT,"HATES, OFFENSIVE",N
ICUGRYL,2.0,I SEE YOU GIRL,"""U"" CALLING SOMEONE OUT IN A WAY, COULD BE OFFENSIVE",Y
IGOT2PP,3.0,ABRIEVIATION FOR BUSSINESS,"PP, TALKING ABOUT PEEING, INAPPROPRIATE TERM",N
ILVSIXX,1.0,"I AM A FAN OF NIKKI SIXX OF MOTLEY CRUE AND SIXX AM, THE ROCK BANDS","SIMILAR TO I LOVE SEX, SEXUAL REFERENCE",N
IMTNT,2.0,1976 SONG BY ACDC,"TNT, WEAPON REFERENCE",N
JHURK,3.0,JEEP HARDROCK UNLIMETED RUBICON,"SOUNDS LIKE JERK, OFFENSIVE",N
