plate,review_reason_code,customer_meaning,reviewer_comments,status
EVCTFAT,2.0,"EVICT YOUR FAT. CHANGING MY PERSPECTIVE TO BE MORE POSITIVE. FOCUS, AQUIRE, TRANSFORM","EVICT YOUR FAT. CHANGING MY PERSPECTIVE TO BE MORE POSITIVE. FOCUS, AQUIRE, TRANSFORM",Y
FA JAPA,2.0,FIRST INITIAL TO EVERYONE'S NAME IN MY FAMILY,JAPA MAY BE OFFENSIVE,N
HKS SS,2.0,HECTOR'S SS,HECTOR'S SS,Y
ILUVH8S,2.0,I LOVE HATERS,PULLED FOR H8 = HATE,N
JATT 916,2.0,NAME AND AREA CODE,916 = AREA CODE,N
LOL FYB,3.0,LAUGH OUT LOUD FOR YOUR BENIFIT,FYB = FUCK YOUR BITCH,N
OG LMTD,2.0,ORIGINAL LIMITED,PULLED FOR OG,N
OG SER,2.0,ORIGINAL SER,PULLED FOR OG,N
PIG SUR,5.0,HOME TOWN (BIG SUR) CHINESE ZODIAC SIGN,PULLED FOR PIG,N
RAPT KLR,2.0,"VEHICLE HAS A VINYL BODY WRAP AND IT'S FAST SO ITS A ""KLR"" RIDE",PULLED FOR KILLER,N
SHDWTNT,2.0,"NAME OF MY WINDOW TINTING BUSINESS, SHADOW TINT",PULLED FOR TNT,N
SLAMMIT,2.0,LOWERED VEHICLE,HOSTILE,N
SLAY S14,2.0,SLAY IS THE SLANG TERM FOR A REALLY CLEAN CAR AND THE MODEL OF MY CAR IS AN S14.,"SLAY, HOSTILE",N
SMIB357,2.0,BROTHERLY LOVE,357 = GUN,N
THESIX9,1.0,YEAR OF VEHICLE,YEAR OF VEHICLE,Y
TTBBNTZ,1.0,TY TY BABY NIGHTS.,PULLED FOR TT,N
WAIFU AF,3.0,MY CAR IS MY JAPANESE WIFE,AF = AS FUCK,N
14STIXS,2.0,LEGAL NUMBER OF GOLF CLUBS ALLOWED IN A TOURNAMENT BAG,14 = GANG NUMBER,N
4JJBOSS,2.0,FOR JISELLE JUAREZ MY DAUGHTER; HER NICKNAME IS BOSSY.,FOR JISELLE JUAREZ MY DAUGHTER; HER NICKNAME IS BOSSY.,Y
6BUSBY9,2.0,BUSBY IS THE NAME THAT MY TWO YOUNG CHILDREN HAVE DESIGNATED FOR MY TRUCK. 6 & 9 ARE MY ANGEL NUMBERS....6 REPRESENTS PARENTHOOD AND 9 REPRESENTS UNCONDITIONAL LOVE.,PULLED FOR 69,N
88 NMRK,2.0,NAM MYOHO RENGE KYO--THIS IS A PRAYER IN JAPANESE BUDDHISM THAT MEANS LOTUS SUTRA,88 = HATE NUMBER,N
9HQ O88,2.0,GOOD HEALTH,88 = HATE NUMBER,N
HA#HA B,3.0,NICKNAME: HAHA  LAST NAME: BUSHMIRE,STAND ALONE B,N
$MYSDIK,2.0,LOVE MY KIDS SPELLED BACKWARDS,"PULLED FOR DIK, VULGAR",N
RD&NECK,2.0,RED NECK,RED NECK,N
14CMC,2.0,COREY MICHAEL CLAYTON,14 = GANG NUMBER,N
MRSTNT,2.0,MARRIED INITIALS,PULLED FOR TNT,N
S14NOS,2.0,NO MEANING ON REG 17,14 = GANG NUMBER,N
D BLUBEL,1.0,THE BLUEBELL FLOWER,THE BLUEBELL FLOWER,Y
DEAD EZ,2.0,DEAD EZ,PULLED FOR DEAD,N
DRSQRTL,1.0,I'M GETTING MY PHD AND SQUIRTLE IS A NICKNAME THAT MY MOM GAVE ME.,COULD HAVE SEXUAL CONNOTATION,N
DUSSY 1,1.0,PART OF NAME,COULD HAVE SEXUAL CONNOTATION,N
POOH 115,2.0,LUCKY,"PULLED FOR POOH, VULGAR",N
TINY TNA,2.0,NICKNAME,TNA = TITS AND ASS,N
14 SACCO,2.0,ONE FOR SACCO (MY LAST NAME),14 = GANG NUMBER,N
4LOLA1O,2.0,NAME OF MY CAR AND LUCKY NUMBER,410 = AREA CODE,N
VIBR8ER,1.0,VIBRATOR,COULD HAVE SEXUAL CONNOTATION,N
AG GT5OH,3.0,"AG IS THE CHEMICAL ELEMENT NAME FOR SILVER, WHICH IS MY CARS COLOR. GT IS THE SUBMODEL AND 5-0H IS THE ENGINE SIZE.","AG IS THE CHEMICAL ELEMENT NAME FOR SILVER, WHICH IS MY CARS COLOR. GT IS THE SUBMODEL AND 5-0H IS THE ENGINE SIZE.",Y
BCH BUZZ,3.0,LOVE THE BEACH,BITCH BUZZ?,N
CRISISS,2.0,MY WIFE IS CALLING THIS CAR MY MID LIFE CRISIS,MY WIFE IS CALLING THIS CAR MY MID LIFE CRISIS,Y
FUZZZZZ,5.0,MY NICK NAME IS FUZY,MY NICK NAME IS FUZY,Y
LMALOSO,2.0,THATS MY NICK NAME,"MALOSO, HOSTILE",N
OMW2FTP,3.0,ON MY WAY TO FINDING THE PRINCESS. ITS A ZELDA THING,FTP = FUCK THE POLICE,N
SYNHELL,2.0,"SO YOU NO HELL, WELCOME TO L.A. TRAFFIC",SIN HELL,N
1BEAN8O,2.0,NICKNAME AND BIRTH YEAR,NICKNAME AND BIRTH YEAR,Y
16O43K1,6.0,THIS IS THE NUMBER I HAVE ON MY PLATE. JUST WANTED IT IN BLACK.,LOOK ALIKE,N
77Z7ZZ7,6.0,NONE,CONFIGURATION,N
8BASIL8,2.0,NAME BACKWARDS,88 = HATE NUMBER,N
8V833V2,6.0,"NONE, IT DOESN'T ALLOW ME TO PICK SAME NUMBER PLATE AS THE ONE THAT'S ALREADY ON AUTOMOBILE",LOOK ALIKE,N
4HACKER,2.0,HACKER IS MY NICK NAME AND IT'S 4 ME,HACKER IS MY NICK NAME AND IT'S 4 ME,Y
BENNI B,3.0,BENNI B,STAND ALONE B,N
DATTAZZ,3.0,NICK NAME FOR THE REAR OF MY CAR,THAT ASS,N
DIDIER C,1.0,"MY SON""S NAME","MY SON""S NAME",Y
DISNUTZ,2.0,NICKNAME,"THESE NUTS, VULGAR",N
DOU DOO,2.0,NICKNAME LAST NAME,PULLED FOR DOO,N
GUNSHIP,2.0,VIETNAM ERA ARMED HELICOPTERS WERE REFERED TO AS GUNSHIPS,HOSTILE,N
JEFEZO6,2.0,BOSSES ZO6,BOSSES ZO6,Y
LOL DTF,3.0,LOL: LAUGHING OUT LOUD DTF: DAILY TRANSMISSION FLUID,DTF = DOWN TO FUCK,N
M 76O LI,2.0,MODEL,760 = AREA CODE,N
NEGRRA1,2.0,MY BLACK TRUCK 1,OFFENSIVE,N
N8 911,5.0,N8 IS THE ACTUAL PAINT CODE FOR THIS CAR BUT ALSO MY NAME NATE. MODEL IS A PORSCHE 911,PULLED FOR 911,N
O GEE,2.0,MY DAUGHTERS NAME STARTS WITH A G.,PULLED FOR OG,N
ORNG KTY,1.0,ORANGE KITTY,COULD HAVE SEXUAL CONNOTATION,N
O 1 G,2.0,PART OF 01GRAVITY (01G),PULLED FOR OG,N
PBO8 2O9,2.0,AREA CODE,209 = AREA CODE,N
RF 559,2.0,ROLLING FENDER 559 IS THE NAME OF MY OWN BUSINESS AND THIS TRUCK IS MY DAILY SO I WANT TO LET THE PEOPLE KNOW MY TRUCK IS DIFFERENT,559 = AREA CODE,N
SAVAG AF,3.0,STRAIGHT FORWARD AND AWESOME,AF = AS FUCK,N
SHTCREK,3.0,SMALL TOWN WHERE I MET MY WIFE,SHIT CREEK,N
SIVAR69,1.0,SALVADORAN,PULLED FOR 69,N
SPC MKNY,1.0,SPACE MONKEY,PULLED FOR MONKEY,N
ST8KILA,2.0,THIS IS MY HUSBANDS GAMING NAME FOR PLAY STATION HAS FOR 8 YEARS. THE NAME KNOWN OF TOP GAMERS!,STRAIGHT KILLER,N
TRANIML,2.0,NICKNAME,OFFENSIVE,N
ZTJ8888,2.0,8 IS MY LUCK NUMBER,88 = HATE NUMBER,N
1337FTW,3.0,LEET FOR THE WIN. SOMETHING GEEKS SAY.,FTW = FUCK THE WORLD,N
13 MALHI,2.0,MALHI STANDS FOR MY LAST NAME AND THE NUMBER 13 IN MY LANGUAGE IS REPRESENTING MY LAST NAME,13 = GANG NUMBER,N
14 81,2.0,LUCKY NUMBER,14 = GANG NUMBER,N
2D MAFIA,2.0,2 DOOR JEEPS.,PULLED FOR MAFIA,N
213 LKRS,2.0,213(LOS ANGELES) LAKERS,213 = AREA CODE,N
5OHYOTE,5.0,MEANS 5.0 COYOTE THE MOTOR OF MY MUSTANG,MEANS 5.0 COYOTE THE MOTOR OF MY MUSTANG,Y
8 YODA 8,2.0,STAR WARS CHARACTER,88 = HATE NUMBER,N
88 MILES,2.0,NO MEANING ON REG 17,88 = HATE NUMBER,N
1TCAT4,2.0,SCHOOL NICKNAME,14 = GANG NUMBER,N
BADASLS,3.0,BADA IS MY NICKNAME GRANDKIDS GAVE ME AND SLS IS THE TYPE OF CAR ITS GOING ON,BAD ASS LS,N
BAIFAKA,3.0,"WHITE HAIRPIN. IN CHINESE, ""BAI"" STANDS FOR WHITE AND ""FAKA"" MEANS HAIRPIN.",BYE FUCKER?,N
JP 13,2.0,JURASSIC PARK JEEP NUMBER 13,13 = GANG NUMBER,N
O32VFTW,3.0,LETTER O AND NUMBER 3 MEANS THE YEAR OF MY CAR 2V MEANS THE NICKNAME OF MY CAR AND FTW MEANS FOR THE WIN,FTW = FUCK THE WORLD,N
14JEZUS,2.0,ONE FOR JESUS,14 = GANG NUMBER,N
BAAMOFO,3.0,I AM A SHEEP FARMER,MOFO = MOTHERFUCKER,N
BK LADY,2.0,BLACK LADY,PULLED FOR BK,N
FNG STNG,3.0,OWNERS NICKNAME AND MODEL OF CAR MERGED TOGETHER,FNG = FUCKING,N
GA TOY13,2.0,GA IS MY INITIALS OF MY NAME AND TOY IS MY CAR,13 = GANG NUMBER,N
GA TOY14,2.0,GA IS MY INITIALS OF MY NAME AND TOY IS MY CAR,14 = GANG NUMBER,N
GT LOST,2.0,GET LOST,GET LOST,N
GUNERZZ,2.0,MY XBOX LIVE GAMERTAG SINCE I WAS A KID,GUNNERS,N
OMW2EYL,3.0,PERSONAL QUOTE,ON MY WAY TO END YOUR LIFE,N
WINEHO1,2.0,MY WINE BLOG NAME,WINE HOE,N
11H 14I,2.0,11 HEIDI 14 ISLA,14 = GANG NUMBER,N
18 HOLZ,2.0,I'M AN AVID GOLFER; THERE ARE 18 HOLES TO PLAY IN A GOLF ROUND. THANKS!,I'M AN AVID GOLFER; THERE ARE 18 HOLES TO PLAY IN A GOLF ROUND. THANKS!,Y
24ME14U,2.0,TWO FOR ME ONE FOR YOU,TWO FOR ME ONE FOR YOU,Y
4JOY G,2.0,GRANDDAUGHTER NAME,GRANDDAUGHTER NAME,Y
BETTE B,3.0,"BETTE BLUE IS THE NAME OF MY CAR, WHICH IS BLUE IN COLOR",STAND ALONE B,N
LOWXLFE,2.0,LOW LIFE - MY CAR IS LOW TO THE GROUND THEREFORE I HAVE TO LIVE MY LIFE AROUND DRIVING A LOW CAR,LOW LIFE - MY CAR IS LOW TO THE GROUND THEREFORE I HAVE TO LIVE MY LIFE AROUND DRIVING A LOW CAR,Y
RENT CAT,1.0,THIS PLATE IS BEING ORDERED FOR THE MANAGER OF THE CATERPILLAR RENTAL STORE PLEASE PUT HALF SPACE BETWEEN RENT AND CAT,THIS PLATE IS BEING ORDERED FOR THE MANAGER OF THE CATERPILLAR RENTAL STORE PLEASE PUT HALF SPACE BETWEEN RENT AND CAT,Y
WSQ5O,5.0,WILLIAM SILKY Q50 CAR,WILLIAM SILKY Q50 CAR,Y
AGRESV8,2.0,A NICK NAME FOR MY CAR,"AGGRESSIVE, HOSTILE TERM",N
AMGSHIT,3.0,CAR RIVALRY,"SHIT, PROFANITY",N
A3XLBOM,2.0,"I HAVE AN AUDI A3, THIS IS A TAKE ON MY LAST  NAME, AXELBAUM","I HAVE AN AUDI A3, THIS IS A TAKE ON MY LAST  NAME, AXELBAUM",Y
BADDAMF,3.0,BETTER ASK DAD AFTER MONDAY-FRIDAY,"BAD ASS MOTHER FUCKER, PROFANITY",N
BJCAMEX,1.0,BAJA CALIFORNIA MEXICO,BAJA CALIFORNIA MEXICO,Y
BLKPWR1,2.0,ALL BLACK DODGE CHALLENGER WITH BLACK FEATURES/ACCENTS. PLATE MATCHES THEME OF VEHICLE.,"BLACK POWER, SOME COULD FIND OFFENSIVE OR RACIST",N
BOOTJCK,1.0,LIVE IN BOOTJACK CALIFORNIA,LIVE IN BOOTJACK CALIFORNIA,Y
DRTYY3O,1.0,A PUN FOR ONES AGE (DIRTY THIRTY) BUT MY  VEHICLES MODEL IS A 330CI,A PUN FOR ONES AGE (DIRTY THIRTY) BUT MY  VEHICLES MODEL IS A 330CI,Y
GMONY68,2.0,NICKNAME AND YEAR OF CAR,"G, GANG REFERENCE",N
GSMALHI,2.0,THIS LICENSE PLATE IS REPRESENTING MY SONS FIRST MIDDLE AND LAST NAME HIS FIRST NAME IS GURWINDER MIDDLE IS SINGH AND LAST IS MALHI,THIS LICENSE PLATE IS REPRESENTING MY SONS FIRST MIDDLE AND LAST NAME HIS FIRST NAME IS GURWINDER MIDDLE IS SINGH AND LAST IS MALHI,Y
HEMI9O9,2.0,POWER TO MY CAR AND AREA CODE OF WERE I LIVE,AREA CODE,N
INDIO14,2.0,INDIO14,"14, GANG REFERENCE",N
JBEEZ5,3.0,NICKNAME,"BEEZY, ANOTHER WORD FOR BITCH",N
JJS8899,2.0,NAME INITIALS AND LUCKY NUMBERS,"88, GANG REFERENCE",N
JOEBLUE,2.0,NICKNAME,NICKNAME,Y
JOKER2U,2.0,I LIKE TO JOKE AROUND WITH YOU,I LIKE TO JOKE AROUND WITH YOU,Y
LVMI3GS,2.0,LOVE MY 3 GIRLS,LOVE MY 3 GIRLS,Y
MMMMPIE,1.0,"REFERENCE TO THE SHOW ""THE SIMPSONS."" CHARACTER (HOMER) SAYS ""MMMM  PIE"" AND IS YELLOW, AS IS MY VEHICLE.","PIE, SEXUAL REFERENCE",N
OGHERN1,2.0,ORIGINAL HERNANDEZ 1,"OG, GANG REFERENCE",N
OG4RNNR,2.0,ORIGINAL 4RUNNER,"OG, GANG REFERENCE",N
O91115E,6.0,"YEAR MET WIFE, MARRIED WIFE AND HAD A  CHILD, E IS FOR ESTABLISHED",LOOK ALIKE,N
PBNJA13,2.0,GAMER TAG,"13, GANG REFERENCE",N
PIGPEN5,5.0,OFF ROADING PIGPEN MUD. #5 IS THE NUMBER  IN THE FAMILY,"PIG, A DEROGATORY WORD FOR A POLICE OFFICER",N
RBLSGUM,2.0,"A HUMOROUS STAR WARS REFERENCE - HAN SOLO IS CALLED ""REBEL SCUM"" IN RETURN OF THE JEDI -- (AND MY NAME STARTS WITH A G)","A HUMOROUS STAR WARS REFERENCE - HAN SOLO IS CALLED ""REBEL SCUM"" IN RETURN OF THE JEDI -- (AND MY NAME STARTS WITH A G)",Y
REDBRAT,2.0,"JUST THE RIGHT PLATE FOR A CUTE LITTLE RED CAR DRIVEN BY A CUTE REDHEAD ""BRAT"" :)","JUST THE RIGHT PLATE FOR A CUTE LITTLE RED CAR DRIVEN BY A CUTE REDHEAD ""BRAT"" :)",Y
RIOTBAY,2.0,I WORK AT RIOT GAMES (BASED OUT OF LA) IN  THE BAY AREA OFFICE (LOS ALTOS).,"RIOT, HOSTILE",N
RYCD51O,2.0,RYC SIGNIFIES THE ROLLS ROYCE CAR. 510 REPRESENTS MY HEIGHT. THIS NAME  WAS USED FOR MY XBOX LIVE ACCOUNT.,AREA CODE,N
SANDY88,2.0,SANDY1988,"88, GANG REFERENCE",N
SAVAG33,2.0,NAME OF THE TRUCK,"SAVAGE, HOSITLE",N
SERC7O7,2.0,MY LAST NAME IS SERCIA AND THE CAR HAS 707 HP,AREA CODE,N
SLVRB,3.0,SILVER BEE. MY CAR IS SILVER AND THE LOGO OF THE CHARGER IS A BEE,THE B COULD STAND FOR BITCH,N
STKRKTY,1.0,STALKER KITTY - IT'S A NICKNAME,"STALKER KITTY, SEXUAL REFERENCE",N
STUFU1,3.0,"STUFU IS ABBREVIATION FOR MY NAME, STUART FUJISAKI",THE FU COULD STAND FOR FUCK YOU,N
THAT1SS,1.0,CAMARO SS,"SIMILAR TO THAT ONE ASS, SEXUAL REFERENCE",N
THEOG,2.0,THE OG MEAN I AM GETTING OLDER THE MB ARE MY ARE MY FIRST LAST NAME,"OG, GANG REFERENCE",N
THESKOG,2.0,MY LAST NAME IS LINDSKOG,MY LAST NAME IS LINDSKOG,Y
T15O6O4,6.0,MEMORIAL DAY,LOOK ALIKE,N
URPWRFL,2.0,YOU ARE POWERFUL,YOU ARE POWERFUL,Y
WURKRB,3.0,WORK 2 JOBS-- WORKER BEE,THE B COULD STAND FOR BITCH,N
XXXO711,1.0,ANNIVERSARY DAY,"XXX, SEXUAL REFERENCE",N
YOLOD,1.0,I LOVE MUD IN SPANISH,THE D COULD STAND FOR DICK,N
ZHPMFIA,2.0,THE HORSE POWER MACHINE FORCED INDUCTION AUTOMOBILE,"MAFIA, GANG REFERENCE",N
1MSTNG3,2.0,THE CAR'S MODEL.,"13, GANG REFERENCE",N
1386,6.0,REPRESENTS HAPPY LIFE IN CHINESE,REPRESENTS HAPPY LIFE IN CHINESE,Y
3791,6.0,REFERENCE TO LORD OF THE RINGS NOVEL. PLEASE MAKE THE NUMBERS CENTERED.,REFERENCE TO LORD OF THE RINGS NOVEL. PLEASE MAKE THE NUMBERS CENTERED.,Y
5SIX2SS,2.0,562 SS,AREA CODE,N
5555O,6.0,YEAR AND MAKE OF CAR,YEAR AND MAKE OF CAR,Y
65VET69,1.0,VETERAN FROM 1966 TO 1969,"69, SEXUAL REFERENCE",N
916YOTE,2.0,SACRAMENTO COYOTE,AREA CODE,N
BONIT1,1.0,MY GOD DAUGHTER,MY GOD DAUGHTER,Y
CHLE88,2.0,"CHLOE'  IS MY DAUGHTER'S NAME, I'VE USE THE HEART SYMBOL FOR THE  'O' AND 88 IS MY LUCKY NUMBER","88, GANG REFERENCE",N
FIREFN,3.0,FOR SPORTS TEAM,FN COULD STAND FOR FUCKING,N
PEENUTZ,1.0,THIS IS THE NAME OF MY GIRLFRIEND,"NUTS, SEXUAL REFERENCE",N
PSYCUB,1.0,THE FIRST PART IS AN ABBREVIATED FORM OF PSYCHOLOGIST AND THE SECOND PART IS A SMALL BEAR,"PUSSY, SEXUAL REFERENCE",N
TAMA14,2.0,SONS NAME,"14,GANG REFERENCE",N
GSTRAIT,2.0,GEORGE STRAIT FAN,"G, GANG REFERENCE",N
MEDIC18,2.0,MEDIC 18 REPRESENTS THE AGE I WILL BECOME A CERTIFIED EMT/MEDIC.,"18, GANG REFERENCE",N
2BEACHS,3.0,GOING TO THE BEACH,GOING TO THE BEACH,Y
AWNUTZ,1.0,"CHARLIE BROWN ALWAYS SAY'S ""AWE RATS"", BUT IT'S PEANUTS, SO WE LIKE THIS FOR IT.  LIKE YOU'RE SAYING, OH DARN.","NUTS, SEXUAL REFERENCE",N
ALLUC,2.0,ALL YOU SEE IS THE BACK OF MY CAR,ALL YOU SEE IS THE BACK OF MY CAR,Y
ARCE,1.0,MY NAME,"SIMILAR TO ARSE, ANOTHER WORD FOR ASS",N
BLUENGT,2.0,THE COLOR MY CAR REPRESENTS,THE COLOR MY CAR REPRESENTS,Y
BMCMBB,1.0,BOATSWAIN'S MATE MASTER CHIEF  BABY BOATS,BOATSWAIN'S MATE MASTER CHIEF  BABY BOATS,Y
BUYUE,2.0,BU YUE,BU YUE,Y
B15O6O4,6.0,MEMORIAL DATE,LOOK ALIKE,N
COACH14,2.0,BASEBALL COACH,"14, GANG REFERENCE",N
CRUZ4O8,2.0,CRUZ IS MY LAST NAME 408 AREA CODE,AREA CODE,N
CWWOODY,1.0,MY CAR IS A WOODY PT CRUISER,"WOODY, COULD BE SEXUAL",N
C8ZBTCH,3.0,MY NICKNAME,"BTCH COULD BE SHORT FOR BITCH, PROFANITY",N
DODOODO,6.0,MY DAD'S & GRANPA INITIALS,LOOK ALIKE,N
DORIFU,3.0,DORITO FURITO LAYS,LOOKS LIKE DORI FUCK YOU,N
DSLLVRS,1.0,DIESEL LOVERS,"DSL LOVERS, DSL CAN STAND FOR DICK SUCKING LIPS",N
DTTMPME,2.0,DON'T TEMP ME,"DON’T TEMPT ME, COULD BE HOSTILE",N
EDC9MM1,2.0,EVERY DAY CARRY 9 MILLIMETER 1,9MM IS A WEAPON REFERENCE,N
EM18IM,2.0,EDUARDO MORALES 18TH IVANA MORALES,"18, GANG REFERENCE",N
FASTF69,1.0,MY NAME FASTFREDDIE AN FOOTBALL #,"69, SEXUAL REFERENCE",N
FLYERFN,3.0,PHILIDELPHIA FLYERS FAN.  THE HOCKEY TEAM. :),PHILIDELPHIA FLYERS FAN.  THE HOCKEY TEAM. :),Y
GLUNA,2.0,G MEANS TO ME MY SONS FIRST LETTER OF HIS NAME AND LUNA MEANS MOON IN SPANISH,"G, GANG REFERENCE",N
GRDJR14,2.0,LITTLE BROTHE RHWO PASSED AWAY.,"14, GANG REFERENCE",N
ICUCAR,2.0,EYE SEE YOU CAR,EYE SEE YOU CAR,Y
JIM1BMF,3.0,NAME,JIM ONE BAD MOTHER FUCKER,N
JKGHU14,2.0,FIRST INUTIAL AN YEAR BABY WAS BORN,"14, GANG REFERENCE",N
JMAC5O,5.0,MY HUSBANDS NICK NAME AND HIS AGE,MY HUSBANDS NICK NAME AND HIS AGE,Y
J14L,2.0,"FIRST INTIAL AND LAST INITIAL NAME, AND FAVORITE NUMBER","14, GANG REFERENCE",N
KCKROCK,2.0,KICK ROCKS,KICK ROCKS,Y
MACCEJ,1.0,MADISON AVE CARPET CLEANING MIDDLE AND LAST NAME INITIAL,MAC CAN BE ANOTHER WORD FOR A PIMP,N
MAC7MAN,1.0,MY NAME IS MAC. WANTED MACMAN OR MACAMAN BUT BOTH WERE TAKEN SO ILL USE A 7 IN THERE,MY NAME IS MAC. WANTED MACMAN OR MACAMAN BUT BOTH WERE TAKEN SO ILL USE A 7 IN THERE,Y
MMAMAB,3.0,SHORT WAY OF SAY MAMA BORNSTEIN OUR LAST NAME,SHORT WAY OF SAY MAMA BORNSTEIN OUR LAST NAME,Y
MOBSQAD,2.0,MOBSQUAD IS NICKNAME FOR RAMS FOOTBALL TEAM,"MOB, GANG REFERENCE",N
MOBTFL3,2.0,MO IS FOR MONIQUE AND BTFL MEANS BEAUTIFUL,MO IS FOR MONIQUE AND BTFL MEANS BEAUTIFUL,Y
MUTTMBL,2.0,MUTT MOBILE,MUTT MOBILE,Y
M143O,2.0,INITIALS AND BIRTHDAY,INITIALS AND BIRTHDAY,Y
NBBLEU,2.0,IT'S THE NAME OF MY CITY AND MY DOG,IT'S THE NAME OF MY CITY AND MY DOG,Y
ONYXCAT,1.0,CAR IS A BLACK COLOR JAGUAR XK8. ONYX CAT WOULD BE A REFERENCE TO A BLACK CAT,CAR IS A BLACK COLOR JAGUAR XK8. ONYX CAT WOULD BE A REFERENCE TO A BLACK CAT,Y
PEKAZZZ,1.0,NICK NAME,"SIMILAR TO PECKER, ANOTHER WORD FOR A PENIS",N
PERLBBY,1.0,PERL COLOR,PERL COLOR,Y
PROVIX,2.0,THE MEANING IS THE NAME OF THE CAR. WHICH IS PROJECT VICTORIA.,THE MEANING IS THE NAME OF THE CAR. WHICH IS PROJECT VICTORIA.,Y
REDMAN1,2.0,NICKNAME,"RED, GANG REFERENCE",N
REKHAVK,2.0,WE ARE HUGE FANS OF MARVEL COMICS AND. HARLEE QUINN,WREAK HAVOC COULD BE TAKEN AS HOSTILE,N
RIOTII,2.0,"MY MOTORCYCLE PLATE IS ""RIOTDER"", SO THIS WOULD BE IN REFERENCE TO THAT, MAKING MY TRUCK AND MOTORCYCLE MATCH.","RIOT, CAN BE CONSIDERED HOSTILE",N
SJMJBJ,1.0,ME AND MY KIDS INITIALS,ME AND MY KIDS INITIALS,Y
SLOW2SS,3.0,CAMARO 2SS IS SLOW,LOOKS SIMILAR TO SLOW ASS,N
TM66CAT,1.0,TOM'S 1966 CATALINA,TOM'S 1966 CATALINA,Y
TTO7,1.0,TRIPLE THREAT WAS THE NAME OF MY COMPANY AND 2007 WAS THE YEAR IT FOUNDED,TRIPLE THREAT WAS THE NAME OF MY COMPANY AND 2007 WAS THE YEAR IT FOUNDED,Y
TXTACO,1.0,TOYOTA XTREME TACOMA,"TACO, SEXUAL REFERENCE",N
WHTTACO,1.0,WHITE TACOMA,"TACO, SEXUAL REFERENCE",N
WOODIE2,1.0,MY CAR IS MADE OF WOOD,"WOODY, COULD BE SEXUAL",N
WYTHSE,2.0,"WHITE HOUSE; AS WE REFER TO OUR HOME. THIS IS FOR OUR RV, THE ""WHITE HOUSE"" ON WHEELS.","WHITE HOUSE; AS WE REFER TO OUR HOME. THIS IS FOR OUR RV, THE ""WHITE HOUSE"" ON WHEELS.",Y
XLCROG,2.0,EXTRA LARGE CAR  OMA GRANDPA,"OG, GANG REFERENCE",N
XXTRDXX,3.0,TOYO RACING DEVELOPMENT,"TERD, OBSCENE",N
YMISOHO,3.0,WHY AM I SO NICE(CHINESE),WHY ME SO HOE,N
1CRUZ3,2.0,NAME AND BIRTHDAY,"13, GANG REFERENCE",N
14CYOTE,2.0,2014 MUSTANG AND THAT MODEL HAS THE NICKNAME COYOTE,"14, GANG REFERENCE",N
14JK911,2.0,"MODEL YEAR, INITIALS, MODEL TYPE","MODEL YEAR, INITIALS, MODEL TYPE",Y
1969JET,1.0,OWN A 1969 FORD MUSTANG COBRA JET MACH 1,OWN A 1969 FORD MUSTANG COBRA JET MACH 1,Y
22728,6.0,AARAV MY SONS NAME DIALING OF PHONE,AARAV MY SONS NAME DIALING OF PHONE,Y
5OHBOSS,5.0,"5.0 BOSS MUSTANG, LIKE 1960S BOSS 302 MUSTANG, 5 LITER ENGINE 2015 MUSTANG.","5.0 BOSS MUSTANG, LIKE 1960S BOSS 302 MUSTANG, 5 LITER ENGINE 2015 MUSTANG.",Y
6FOAD9,1.0,ANOTHER DAY,"69, SEXUAL REFERENCE",N
6LOGIC9,1.0,SMART,"69, SEXUAL REFERENCE",N
661RLTR,2.0,661 REALTOR,AREA CODE,N
69TCJO2,1.0,PERSONAL; FAMILY.,"69, SEXUAL REFERENCE",N
78MIDGT,2.0,CAR YEAR AND TYPE,"MIDGET, OFFENSIVE",N
8OCR8,2.0,8 OBSTACLE COURSE RACE 8,"88, GANG REFERENCE",N
88LEI18,2.0,LEI IS MY WIFE FIRST NAME. 8818 IS LUCKY NUMBER,"88, 18, GANG REFERENCE",N
922O7,6.0,DATE OF ANIVERSARY,DATE OF ANIVERSARY,Y
81796,6.0,ANNIVERSARY,ANNIVERSARY,Y
FORDFX,3.0,MODEL OF MY CAR,MODEL OF MY CAR,Y
AGENT88,2.0,OWNER IS A REAL ESTATE AGENT.,"88, GANG REFERENCE",N
ELM1428,2.0,FAVORITE CHILDHOOD MOVIE,FAVORITE CHILDHOOD MOVIE,Y
MEOW17,1.0,LOVE MY CATS,LOVE MY CATS,Y
PONS5O,5.0,"PONS IS MY HUSBAND'S NAME, I ACQUIRED THE VEHICLE WHEN HE WAS 50 YRS OLD.","5O, POLICE REFERENCE",N
ROBIN69,1.0,DRIVERS NAME AND LUCKY NUMBER,"69, SEXUAL REFERENCE",N
YABURNT,2.0,YOU ARE A BURNT CHARACTER,YOU ARE A BURNT CHARACTER,Y
16REDV,2.0,"YEAR, COLOR, MODEL","YEAR, COLOR, MODEL",Y
8LOWEN8,2.0,NAME,"88, GANG REFERENCE",N
IAPRUVU,2.0,I AM A LOAN OFFICER,I AM A LOAN OFFICER,Y
ABBYKAT,1.0,NAME OF MY CAT,NAME OF MY CAT,Y
AJK JRK,2.0,MY INITIALS AND WIFE'S INITIALS,MY INITIALS AND WIFE'S INITIALS,Y
